stage,group,group_rate,res_type,res_id,res_number,item_rate,initial_production_number,production_number,production_interval
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203014,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203015,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203016,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203017,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203018,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203019,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203020,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203021,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203022,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203023,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203024,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
203025,0,232,2,10,1,1,,,
,1,8,2,11,1,1,,,
,2,23,3,1011,1,1,,,
,,,3,2011,1,1,,,
,,,3,3011,1,1,,,
,,,3,4011,1,1,,,
,3,6,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,4,1,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
204001,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204002,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204003,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204004,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204005,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204006,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204007,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204008,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204009,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204010,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204011,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204012,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204013,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204014,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204015,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204016,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204017,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204018,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204019,0,460,2,10,1,1,,,
,1,20,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204020,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204021,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204022,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204023,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204024,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204025,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204026,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204027,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204028,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204029,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
204030,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205001,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205002,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205003,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205004,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205005,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205006,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205007,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205008,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205009,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205010,0,456,2,10,1,1,,,
,1,24,2,11,1,1,,,
,2,27,3,1012,1,1,,,
,,,3,2012,1,1,,,
,,,3,3012,1,1,,,
,,,3,4012,1,1,,,
,3,12,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,4,1,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
205011,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205012,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205013,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205014,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205015,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205016,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205017,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205018,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205019,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205020,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205021,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
,2,36,3,1013,1,1,,,
,,,3,2013,1,1,,,
,,,3,3013,1,1,,,
,,,3,4013,1,1,,,
,3,3,3,1014,1,1,,,
,,,3,2014,1,1,,,
,,,3,3014,1,1,,,
,,,3,4014,1,1,,,
,4,1,3,1015,1,1,,,
,,,3,2015,1,1,,,
,,,3,3015,1,1,,,
,,,3,4015,1,1,,,
205022,0,678,2,10,1,1,,,
,1,42,2,11,1,1,,,
